location,timestamp,direction_degrees,direction_group,final_plot_group,H,T,sea_state,sea_state_bin,bin_min,bin_max,bin_count,candidate_rank
jennettes_pier,2025-10-03 02:56:00,52.0,north_easterly_onshore,onshore,2.87,13.33,109.797877,10,58.056768000000005,376.068501,638,2
jennettes_pier,2025-01-27 17:56:00,190.0,offshore,offshore,0.62,3.03,1.164732,1,0.9155029999999998,1.6425449999999997,21,1
jennettes_pier,2025-01-29 10:56:00,228.0,offshore,offshore,0.73,2.56,1.364224,1,0.9155029999999998,1.6425449999999997,21,2
jennettes_pier,2025-11-22 15:56:00,241.0,offshore,offshore,0.81,2.78,1.823958,2,1.6519359999999998,2.2080000000000006,20,1
jennettes_pier,2025-01-28 09:26:00,256.0,offshore,offshore,0.78,3.23,1.965132,2,1.6519359999999998,2.2080000000000006,20,2
jennettes_pier,2025-05-02 19:56:00,184.0,offshore,offshore,0.84,3.45,2.43432,3,2.2635450000000006,2.746744,20,1
jennettes_pier,2025-05-03 02:26:00,187.0,offshore,offshore,0.84,3.7,2.61072,3,2.2635450000000006,2.746744,20,2
jennettes_pier,2025-04-30 00:56:00,189.0,offshore,offshore,0.87,3.7,2.80053,4,2.7556,2.9970000000000003,20,1
jennettes_pier,2025-04-30 10:56:00,187.0,offshore,offshore,0.89,3.7,2.9307700000000003,4,2.7556,2.9970000000000003,20,2
jennettes_pier,2025-03-28 23:56:00,183.0,offshore,offshore,0.93,3.7,3.2001300000000006,5,3.0276,3.474625,20,1
jennettes_pier,2025-06-01 00:26:00,249.0,offshore,offshore,1.0,3.33,3.33,5,3.0276,3.474625,20,2
jennettes_pier,2025-05-31 23:56:00,227.0,offshore,offshore,1.01,3.57,3.641757,6,3.48133,3.837563,20,1
jennettes_pier,2025-11-05 20:56:00,189.0,offshore,offshore,1.0,3.7,3.7,6,3.48133,3.837563,20,2
jennettes_pier,2025-11-12 18:26:00,211.0,offshore,offshore,1.11,3.23,3.979683000000001,7,3.85,4.477000000000001,20,1
jennettes_pier,2025-11-15 11:26:00,251.0,offshore,offshore,1.08,3.7,4.31568,7,3.85,4.477000000000001,20,2
jennettes_pier,2025-11-12 10:56:00,265.0,offshore,offshore,1.1,3.85,4.658500000000001,8,4.478208,5.00346,20,1
jennettes_pier,2025-12-11 03:56:00,220.0,offshore,offshore,1.21,3.33,4.875453,8,4.478208,5.00346,20,2
jennettes_pier,2025-11-12 12:56:00,224.0,offshore,offshore,1.16,3.85,5.18056,9,5.051145,5.73034,20,1
jennettes_pier,2025-11-12 14:56:00,220.0,offshore,offshore,1.14,4.17,5.419331999999999,9,5.051145,5.73034,20,2
jennettes_pier,2025-11-16 15:26:00,242.0,offshore,offshore,1.27,3.85,6.209665,10,5.78125,9.521999999999998,21,1
jennettes_pier,2025-07-01 22:26:00,180.0,offshore,offshore,1.2,4.55,6.552,10,5.78125,9.521999999999998,21,2
jennettes_pier,2025-02-23 11:56:00,71.0,south_easterly_onshore,onshore,0.47,8.33,1.840097,1,0.833976,2.426112,922,1
jennettes_pier,2025-07-25 16:26:00,94.0,south_easterly_onshore,onshore,0.58,6.25,2.1025,1,0.833976,2.426112,922,2
jennettes_pier,2025-05-20 00:26:00,131.0,south_easterly_onshore,onshore,0.57,8.33,2.706417,2,2.426112,3.2490250000000005,922,1
jennettes_pier,2025-06-21 07:56:00,72.0,south_easterly_onshore,onshore,0.55,9.88,2.9887000000000006,2,2.426112,3.2490250000000005,922,2
jennettes_pier,2025-08-30 12:26:00,109.0,south_easterly_onshore,onshore,0.65,8.33,3.5194250000000005,3,3.25125,4.268800000000001,922,1
jennettes_pier,2025-04-23 07:26:00,154.0,south_easterly_onshore,onshore,0.88,5.0,3.872,3,3.25125,4.268800000000001,922,2
jennettes_pier,2025-07-25 10:26:00,96.0,south_easterly_onshore,onshore,0.84,6.67,4.706351999999999,4,4.281095,5.611436999999999,922,1
jennettes_pier,2025-05-30 03:26:00,117.0,south_easterly_onshore,onshore,0.88,6.67,5.165248,4,4.281095,5.611436999999999,922,2
jennettes_pier,2025-05-16 00:26:00,120.0,south_easterly_onshore,onshore,0.92,7.14,6.043296,5,5.618,7.043075000000002,922,1
jennettes_pier,2025-08-17 20:26:00,80.0,south_easterly_onshore,onshore,0.92,7.69,6.508816,5,5.618,7.043075000000002,922,2
jennettes_pier,2025-08-28 03:26:00,75.0,south_easterly_onshore,onshore,0.85,10.53,7.607924999999999,6,7.050512,8.800231,922,1
jennettes_pier,2025-08-27 17:26:00,111.0,south_easterly_onshore,onshore,0.91,9.88,8.181628000000002,6,7.050512,8.800231,922,2
jennettes_pier,2025-05-29 17:56:00,104.0,south_easterly_onshore,onshore,1.07,8.33,9.537017,7,8.804281000000001,11.798563,922,1
jennettes_pier,2025-05-09 09:26:00,121.0,south_easterly_onshore,onshore,1.03,9.88,10.481692,7,8.804281000000001,11.798563,922,2
jennettes_pier,2025-04-11 17:26:00,92.0,south_easterly_onshore,onshore,1.27,8.33,13.435457,8,11.798563,18.006300000000003,922,1
jennettes_pier,2025-09-04 09:26:00,75.0,south_easterly_onshore,onshore,1.18,11.11,15.469563999999998,8,11.798563,18.006300000000003,922,2
jennettes_pier,2025-02-06 18:56:00,142.0,south_easterly_onshore,onshore,1.67,7.69,21.446641,9,18.0075,32.72651200000001,922,1
jennettes_pier,2025-03-06 19:26:00,134.0,south_easterly_onshore,onshore,1.53,11.11,26.007399,9,18.0075,32.72651200000001,922,2
jennettes_pier,2025-10-30 22:26:00,69.0,south_easterly_onshore,onshore,1.99,11.11,43.996711,10,32.86782399999999,388.89276300000006,922,1
jennettes_pier,2025-12-19 19:56:00,134.0,south_easterly_onshore,onshore,2.67,11.11,79.202079,10,32.86782399999999,388.89276300000006,922,2
